/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 2-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 3-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 4-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': 'colecciona proyectos invitar', 'Bleu Score': 0}
{'Input Sentence': 'do you enjoy studying ?', 'Target Sentence': 'disfrutas estudiando ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my eyes are tired', 'Target Sentence': 'tengo los ojos cansados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t understand this', 'Target Sentence': 'yo no entiendo esto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have you been there ?', 'Target Sentence': 'has estado alli ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'someone is looking at me', 'Target Sentence': 'alguien me esta mirando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have the best job in the world', 'Target Sentence': 'tengo el mejor trabajo del mundo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you can count on me to be there by', 'Target Sentence': 'estare alli mas o menos a las', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve forgotten your address', 'Target Sentence': 'he olvidado tu direccion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll never forget your kindness', 'Target Sentence': 'nunca olvidare tu amabilidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we re the best', 'Target Sentence': 'somos los mejores', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is a strange sentence', 'Target Sentence': 'esta es una frase rara', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t put up with the heat any longer', 'Target Sentence': 'ya no puedo soportar el calor ni un momento mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the theory is too abstract for me', 'Target Sentence': 'la teoria es demasiado abstracta para mi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t know where to go', 'Target Sentence': 'no se adonde ir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom sometimes plays tennis with mary', 'Target Sentence': 'a veces tom juega tenis con mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we know where tom is', 'Target Sentence': 'sabemos donde esta tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they loved tom', 'Target Sentence': 'ellos amaban a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how s tom s neck ?', 'Target Sentence': 'como esta el cuello de tom ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he took off his glasses', 'Target Sentence': 'el se quito las gafas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was married but he didn t wear a ring', 'Target Sentence': 'tom era casado pero no usaba anillo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t eat my french fries', 'Target Sentence': 'no te comas mis patatas fritas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'who is playing the piano ?', 'Target Sentence': 'quien esta tocando el piano ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what forms do we need to file ?', 'Target Sentence': 'que documentos necesitamos nosotros archivar ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i d like to talk to you about your grades in school', 'Target Sentence': 'me gustaria hablar contigo sobre tus notas en la escuela', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom blushed', 'Target Sentence': 'tom se sonrojo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'his speech impressed us very much', 'Target Sentence': 'su discurso nos impresiono mucho', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can you tell us why tom is doing that ?', 'Target Sentence': 'puedes decirnos por que tom esta haciendo esto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you must ve made a lot of money', 'Target Sentence': 'usted debe haber hecho mucho dinero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i heard a shout and then a crash', 'Target Sentence': 'oi un grito y luego un choque', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they are my old friends', 'Target Sentence': 'ellos son mis viejos amigos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the living room is at the end of the hall', 'Target Sentence': 'la sala de estar esta al final del pasillo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he used to live here', 'Target Sentence': 'solia vivir aqui', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom has a ticket', 'Target Sentence': 'tom tiene un boleto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i just want to help tom', 'Target Sentence': 'solo quiero ayudar a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what kind of music do you want us to play ?', 'Target Sentence': 'que tipo de musica quereis que toquemos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'a sponge absorbs water', 'Target Sentence': 'una esponja absorbe el agua', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the cat ran after the rat', 'Target Sentence': 'el gato fue corriendo tras el raton', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you must be more polite', 'Target Sentence': 'tienen que ser mas respetuosos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom has been appointed chairman', 'Target Sentence': 'tom ha sido nombrado presidente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wish i d met her', 'Target Sentence': 'ojala la hubiera conocido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everybody knows that tom did it', 'Target Sentence': 'todos saben que tom lo hizo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the ground floor was flooded', 'Target Sentence': 'la planta baja estaba inundada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you understand me', 'Target Sentence': 'usted me entiende', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t ask such hard questions', 'Target Sentence': 'no hagas preguntas tan dificiles', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i realized i wasn t ready', 'Target Sentence': 'me di cuenta de que no estaba listo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the news caused him to explode with anger', 'Target Sentence': 'las noticias lo hicieron explotar de rabia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re very boring', 'Target Sentence': 'eres aburridisimo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'a rose smells sweet', 'Target Sentence': 'una rosa huele bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'your problems are similar to mine', 'Target Sentence': 'tus problemas se parecen a los mios', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is top secret', 'Target Sentence': 'esto es ultra secreto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i explained the process to him', 'Target Sentence': 'le explique el procedimiento', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you must trust me on this', 'Target Sentence': 'tienes que confiar en mi al respecto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to eat', 'Target Sentence': 'no quiero comer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you ought not to have said a thing like that to him', 'Target Sentence': 'no deberias haberle dicho algo asi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i hope i m wrong', 'Target Sentence': 'espero estar equivocada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do that at your own risk', 'Target Sentence': 'haz eso bajo tu propia responsabilidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you want to go out with me tonight ?', 'Target Sentence': 'queres salir conmigo esta noche ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everything is extremely simple', 'Target Sentence': 'todo es muy simple', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'things usually take longer than you expect', 'Target Sentence': 'las cosas usualmente toman mas tiempo de lo que esperas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom s hungry', 'Target Sentence': 'tom tiene hambre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what do you feel most proud of ?', 'Target Sentence': 'de que te sientes mas orgulloso ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'judging from his expression he s in a bad mood', 'Target Sentence': 'a juzgar por su expresion el esta de mal humor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please get a chair for tom to sit on', 'Target Sentence': 'por favor coge una silla para que tom se siente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom didn t do his homework', 'Target Sentence': 'tom no hizo su tarea', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the man and his wife helped each other', 'Target Sentence': 'el hombre y su esposa se ayudaron el uno al otro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m looking forward to serving your company', 'Target Sentence': 'espero con ganas a trabajar en su compania', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he has powerful arms', 'Target Sentence': 'el tiene poderosos brazos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'ask me again in october', 'Target Sentence': 'preguntame otra vez en octubre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she ll be seventeen in february', 'Target Sentence': 'ella tendra diecisiete anos en febrero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is likeable', 'Target Sentence': 'tom es agradable', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this spoils all my plans', 'Target Sentence': 'esto contraria todos mis planes', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you live here ?', 'Target Sentence': 'has vivido aqui ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know it means a lot to tom', 'Target Sentence': 'se que significa mucho para tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not pessimistic', 'Target Sentence': 'no soy pesimista', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he deserves the punishment', 'Target Sentence': 'se merece el castigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they succeeded', 'Target Sentence': 'tuvieron exito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i never think about it anymore', 'Target Sentence': 'ya no pienso en ello', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll send you the link', 'Target Sentence': 'le enviare el enlace', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we killed time by playing cards', 'Target Sentence': 'nosotros hicimos la hora jugando cartas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom started writing', 'Target Sentence': 'tom empezo a escribir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'all you have to do is keep your mouth shut', 'Target Sentence': 'lo unico que tienes que hacer es tener la boca cerrada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom took his shirt off', 'Target Sentence': 'tom se quito su camisa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'both dogs are asleep', 'Target Sentence': 'ambos perros duermen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you ll soon be able to ski well', 'Target Sentence': 'pronto seras capaz de esquiar bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we don t know what to do', 'Target Sentence': 'no sabemos que hacer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know you ll do a wonderful job', 'Target Sentence': 'se que haras un trabajo fabuloso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i learned a lot this weekend', 'Target Sentence': 'aprendi mucho este fin de semana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it serves you right', 'Target Sentence': 'lo tienes bien merecido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t a busy person', 'Target Sentence': 'tom no es una persona ocupada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they need a doctor', 'Target Sentence': 'necesitan un medico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it happened while i wasn t looking', 'Target Sentence': 'ocurrio cuando no estaba mirando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'these are my friends', 'Target Sentence': 'estos son mis amigos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i regret telling you the truth', 'Target Sentence': 'me arrepiento de haberte dicho la verdad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'hey be careful with that !', 'Target Sentence': 'hey tengan cuidado con eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom won t win', 'Target Sentence': 'tom no ganara', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'some women don t shave their legs', 'Target Sentence': 'algunas mujeres no se afeitan las piernas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not likely to be finished doing that before monday afternoon', 'Target Sentence': 'no parece que vaya a terminar de hacer eso antes del lunes por la tarde', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'war broke out in', 'Target Sentence': 'la guerra estallo en', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t give up now', 'Target Sentence': 'no puedo rendirme ahora', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can do or say whatever i want', 'Target Sentence': 'puedo hacer o decir todo lo que yo quiera', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she plays the guitar', 'Target Sentence': 'ella toca la guitarra', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s amazing how loud my classmates are in english class', 'Target Sentence': 'es impresionante lo ruidosos que son mis companeros durante las clases de ingles', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this puzzle has pieces', 'Target Sentence': 'este rompecabezas tiene piezas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you have any children ?', 'Target Sentence': 'teneis hijos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom only wears brand name clothes', 'Target Sentence': 'tom solo lleva ropa de marca', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom couldn t stay silent any longer', 'Target Sentence': 'tom ya no pudo quedarse callado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom finally smiled', 'Target Sentence': 'por fin sonrio tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is that a stork or a heron ?', 'Target Sentence': 'eso es una ciguena o una garza ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if he had insulted me i would have given him a shove', 'Target Sentence': 'si me hubiera insultado le habria dado un empujon', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to leave now', 'Target Sentence': 'tengo que irme ahora', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you d better tell me the whole story', 'Target Sentence': 'me tenias que haber contado la historia completa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to change it', 'Target Sentence': 'tengo que cambiarlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i need information', 'Target Sentence': 'necesito informacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is something of a celebrity', 'Target Sentence': 'es una especie de celebridad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what can you see up ahead ?', 'Target Sentence': 'que puedes atisbar alli al frente ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'words cannot express the extent to which you are wrong', 'Target Sentence': 'las palabras no pueden describir hasta que punto estas equivocado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you don t have to convince me you have to convince tom', 'Target Sentence': 'no tienes que convencerme a mi tienes que convencer a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i will be free in ten minutes', 'Target Sentence': 'estare libre en minutos', 'Predicted Sentence': '', 'Bleu Score': 0}
