{'Input Sentence': 'the engine is overheating', 'Target Sentence': 'el motor esta sobrecalentado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom arrived late at the station', 'Target Sentence': 'tom llego tarde a la estacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re not holding your knife quite right', 'Target Sentence': 'no sujetas el cuchillo del todo bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'your name was mentioned', 'Target Sentence': 'se menciono tu nombre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wish i had done more', 'Target Sentence': 'desearia haber hecho mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you have to turn in the reports on monday', 'Target Sentence': 'tienes que entregar los reportes el lunes', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t think that he will come', 'Target Sentence': 'creo que no vendra', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you think you could make it before lunch ?', 'Target Sentence': 'crees que lo puedas hacer antes del almuerzo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'could you read this for me ?', 'Target Sentence': 'podrias leer esto por mi ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you want to speak raise your hand', 'Target Sentence': 'si usted quiere hablar levante la mano', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that wine is good', 'Target Sentence': 'ese es un buen vino', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to get my feet wet', 'Target Sentence': 'no quiero mojarme los pies', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll be out in a bit', 'Target Sentence': 'enseguida salgo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'most of the hotels are open all year round', 'Target Sentence': 'la mayoria de los hoteles estan abiertos todo el ano', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll love you always', 'Target Sentence': 'siempre te amare', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t like movies', 'Target Sentence': 'no me gustan las peliculas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why didn t you call ?', 'Target Sentence': 'por que no llamaste por telefono ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'thanks for your comments', 'Target Sentence': 'gracias por los comentarios', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve only seen it once', 'Target Sentence': 'solo le he visto una vez', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t spoil your appetite', 'Target Sentence': 'no dejes que se te quite el apetito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my father took us to the zoo', 'Target Sentence': 'mi padre nos llevo al zoo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it may rain soon', 'Target Sentence': 'puede que llueva pronto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i d like something to drink', 'Target Sentence': 'me gustaria algo para tomar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how much do you spend a week ?', 'Target Sentence': 'cuanto gastan ustedes a la semana ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have you ever done any volunteer work ?', 'Target Sentence': 'alguna vez has hecho un trabajo de voluntario ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re a bit taller than i am aren t you ?', 'Target Sentence': 'usted es un poco mas alta que yo no ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he made a mistake', 'Target Sentence': 'el cometio un error', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he smiled', 'Target Sentence': 'sonrio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my father was busy', 'Target Sentence': 'mi padre estaba ocupado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m in the car', 'Target Sentence': 'estoy en el coche', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you had a time machine which year would you visit ?', 'Target Sentence': 'si tuvieras una maquina del tiempo que ano visitarias ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom and mary don t have a lot in common', 'Target Sentence': 'tom y mary no tienen mucho en comun', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve heard of you', 'Target Sentence': 'he oido acerca de ti', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was very sick', 'Target Sentence': 'tom estaba muy enfermo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why do you like this kind of game ?', 'Target Sentence': 'por que te gusta ese tipo de juego ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is watering his garden', 'Target Sentence': 'tom esta regando el jardin', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you must keep your room clean', 'Target Sentence': 'debes mantener limpia tu pieza', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'where are my socks ?', 'Target Sentence': 'donde estan mis calcetines ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you idiot !', 'Target Sentence': 'pedazo de idiota !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everyone was scared except me', 'Target Sentence': 'todos tenian miedo menos yo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom s perspective has changed', 'Target Sentence': 'el punto de vista de tom ha cambiado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom will go', 'Target Sentence': 'tom ira', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is a harsh critic', 'Target Sentence': 'el es un critico muy severo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how do i make you go away ?', 'Target Sentence': 'como hago para que os vayais ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t my boyfriend he s just a friend', 'Target Sentence': 'tom no es mi novio solo es un amigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom wants to think it over', 'Target Sentence': 'tom quiere pensarlo otra vez', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she put on her overcoat before going out', 'Target Sentence': 'ella se puso el abrigo antes de salir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'who was not here ?', 'Target Sentence': 'quien no estaba aqui ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he felt something crawl up his leg', 'Target Sentence': 'el sintio algo subir arrastrandose por su pierna', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it began to snow heavily as i got off the train', 'Target Sentence': 'empezo a nevar violentamente cuando me baje del tren', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the food is great', 'Target Sentence': 'la comida es buenisima', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i didn t know where it came from', 'Target Sentence': 'no sabia de donde venia eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have nothing to do with them', 'Target Sentence': 'no tengo nada que ver con ellos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we ll go on a picnic tomorrow', 'Target Sentence': 'iremos de picnic manana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'twenty years is a long time', 'Target Sentence': 'veinte anos es un largo tiempo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he put the key in the lock', 'Target Sentence': 'el metio la llave en la cerradura', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom never lies', 'Target Sentence': 'tom nunca miente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t think she is happy', 'Target Sentence': 'no creo que ella este feliz', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have difficulty breathing', 'Target Sentence': 'me cuesta respirar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'see you at about', 'Target Sentence': 'les veo a eso de las', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'add another log to the fire', 'Target Sentence': 'echad otro tronco al fuego', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom sent mary home', 'Target Sentence': 'tom mando a mary a casa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it is still a mystery who wrote the letter', 'Target Sentence': 'es aun un misterio el quien escribio la carta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should try the exam again', 'Target Sentence': 'deberias volver a presentarte al examen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how much time do you need to repair it ?', 'Target Sentence': 'cuanto tiempo necesita usted para repararlo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she sometimes writes to her son', 'Target Sentence': 'a veces escribe a su hijo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom won t be able to finish the job unless we help him', 'Target Sentence': 'tom no podra terminar el trabajo a menos que lo ayudemos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please write about your real experience', 'Target Sentence': 'por favor escriba sobre su experiencia real', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'sing the song once more please', 'Target Sentence': 'por favor canta la cancion otra vez', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you treat him fairly he will be fair with you', 'Target Sentence': 'si lo tratas justamente el sera justo contigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i could swim well when i was a boy', 'Target Sentence': 'de nino podia nadar bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is eating too much fiber bad for you ?', 'Target Sentence': 'comer mucha fibra no es malo para ti ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how can tom not understand this ?', 'Target Sentence': 'como puede tom no entender esto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the red flag indicated the presence of danger', 'Target Sentence': 'la bandera roja indicaba la presencia de un peligro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re kidding me right ?', 'Target Sentence': 'me estas bromeando no es asi ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re practical', 'Target Sentence': 'eres practico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i usually walk to school', 'Target Sentence': 'normalmente camino hacia el colegio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can you stand up please ?', 'Target Sentence': 'puedes levantarte por favor ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what s on the menu ?', 'Target Sentence': 'que hay en el menu ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'are you saying that your house is haunted ?', 'Target Sentence': 'quieres decir que tu casa esta embrujada ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m happy to see you again', 'Target Sentence': 'me alegra volver a verte', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he wanted to know more about the trees too', 'Target Sentence': 'el tambien queria saber mas sobre los arboles', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll never forget the day when we first met', 'Target Sentence': 'nunca olvidare el dia en que nos conocimos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is your bag empty ?', 'Target Sentence': 'tu bolsa esta vacia ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i was playing tennis', 'Target Sentence': 'estaba jugando al tenis', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she was poor but she was honest', 'Target Sentence': 'era pobre pero honesta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not used to this kind of heat', 'Target Sentence': 'no estoy acostumbrado a un calor asi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i plan to tell tom that i don t want to go', 'Target Sentence': 'pretendo decirle a tom que no quiero ir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should take a vacation', 'Target Sentence': 'deberias tomarte unas vacaciones', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'who is next ?', 'Target Sentence': 'quien es el siguiente ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you smell really bad', 'Target Sentence': 'hueles muy mal', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it happened suddenly', 'Target Sentence': 'paso de repente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the food here is terrible', 'Target Sentence': 'la comida aqui es pesima', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t see anything', 'Target Sentence': 'no veo nada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i never got caught', 'Target Sentence': 'nunca me pillaron', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wonder why women outlive men', 'Target Sentence': 'me pregunto por que las mujeres viven mas que los hombres', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you write this book ?', 'Target Sentence': 'tu has escrito este libro ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'where did you learn how to draw so well ?', 'Target Sentence': 'donde aprendiste a dibujar tan bien ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'both tom and mary don t understand french at all', 'Target Sentence': 'ni tom ni mary entienden frances para nada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'may i use your phone ?', 'Target Sentence': 'puedo usar tu telefono ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there was nowhere to hide', 'Target Sentence': 'no hubo ningun sitio donde esconderse', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'some people seem to always want to have the last word', 'Target Sentence': 'algunas personas parecen querer tener siempre la ultima palabra', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he took a big risk', 'Target Sentence': 'el corrio un gran riesgo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom tucked a strand of hair behind mary s ear', 'Target Sentence': 'tom coloco un mechon de pelo detras de la oreja de mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my father retired at the age of', 'Target Sentence': 'mi papa se jubilo a la edad de anos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t deserve your love', 'Target Sentence': 'no merezco tu amor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom and mary were snuggled up together watching tv when john knocked on the door', 'Target Sentence': 'tom y mary estaban acurrucados mirando la tv cuando john golpeo la puerta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m surprised you remember tom', 'Target Sentence': 'estoy sorprendido de que te acuerdes de tom', 'Predicted Sentence': '', 'Bleu Score': 0}
